nid,exclude,study_id,author,text_description,source,location_id,location_id2,location_name,piv,prim_inf_var,variant,variant_b1351,symptom_severity,symptom_severity_description,severity,IHME_symptom_classification,severe_vs_all,severe,moderate,mild,asymptomatic,sex_id,age_start,age_end,age_mean,over_65,sample_size,efficacy_mean,efficacy_lower,efficacy_upper,pinf,average_time_since_infection,start_interval,end_interval,start_end_int,Period reported in the study,past_infection_evaluation,quality_rating,events_vaccine,events_control,ss_vaccine,ss_control,hiv_flag,obesity_flag,comorbidity_flag,ethnicity_flag,race_flag,dose_flag,high_risk_flag,infectious_flag,notes,extractor_id
,0,11,Pilz S,EJCI- Austria previous infection immunity,https://onlinelibrary.wiley.com/doi/10.1111/eci.13520,75,75,Austria,1,Ancestral,Ancestral,,infection,"Patients who had a positive polymerase chain reaction (PCR) test during both, the first and second infection wave are referred to here as patients with ‘tentative re-infections",infection,infection,,1,1,1,1,3,15,93,,,,0.91,0.87,0.93,2,30,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,12,Rennert L,CID- previous infection immunity in university student population,https://academic.oup.com/cid/article/74/4/719/6276528?login=false,102,102,United States,1,Ancestral,mixed variant,,infection,,infection,infection,,1,1,1,1,3,18,24,,,,0.84,0.78,0.88,2,18,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,13,Sheehan M,CID- previous infection immunity ,https://academic.oup.com/cid/article/73/10/1882/6170939?login=true,102,102,United States,1,Ancestral,Ancestral,,infection,retesting and reinfection are defined as occurring ?90 days after initial testing,infection,infection,,1,1,1,1,3,18,80,,,,0.818,0.766,0.858,2,20,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,13,Sheehan M,CID- previous infection immunity ,https://academic.oup.com/cid/article/73/10/1882/6170939?login=true,102,102,United States,1,Ancestral,Ancestral,,"Mild, Moderate + Severe","retesting and reinfection are defined as occurring ?90 days after initial testing. Each test had an indication and presence of symptoms recorded by the ordering provider, which was used to determine if the patient was symptomatic.",Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,80,,,,0.845,0.779,0.891,2,20,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,14,Vitale J,Italy previous infection immunity,https://jamanetwork.com/journals/jamainternalmedicine/fullarticle/2780557,86,86,Italy,1,Ancestral,Ancestral,,infection,Reinfections were defined by a second RT-PCR positivity beyond 90 days after complete resolution of the first infection and with at least 2 consecutive negative test results between episodes,infection,infection,,1,1,1,1,3,18,80,,,,0.94,0.92,0.95,2,34,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,15,Wilkins J,US previous infection immunity HCWs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8438416/,102,102,United States,1,Ancestral,Ancestral,,infection,Possible reinfection cases in participants who were seropositive at baseline were adjudicated by EHR review,infection,infection,,1,1,1,1,3,18,60,,,,0.74,0.47,0.87,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 60.,han20
,0,16,Letizia A,US previous infection immunity,https://www.thelancet.com/journals/lanres/article/PIIS2213-2600(21)00158-2/fulltext,102,102,United States,1,Ancestral,Ancestral,,infection,,infection,infection,,1,1,1,1,3,18,20,,,,0.84,0.75,0.9,0,,,,,,Antibody testing,Good,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,17,Abo-Leyah H,UL previous infection immunity HCWs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8164012/,95,95,United Kingdom,1,Ancestral,Ancestral,,"Mild, Moderate + Severe",symptomatic SARS-CoV-2 infections,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,60,,,,0.85,0.65,0.94,2,11,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 60. ,han20
,0,18,Lumley S,UK previous infection immunity alpha,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciab608/6314286?login=false,95,95,United Kingdom,1,Ancestral,B.1.1.7,,"Mild, Moderate + Severe",symptomatic SARS-CoV-2 infections,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,,,,,,0.98,0.82,0.99,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age range not specified,han20
,0,18,Lumley S,UK previous infection immunity alpha,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciab608/6314286?login=false,95,95,United Kingdom,1,Ancestral,B.1.1.7,,infection,PCR-confirmed symptomatic SARS-CoV-2 infection,infection,infection,,1,1,1,1,3,,,,,,0.86,0.74,0.93,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age range not specified,han20
,0,19,Breathnach A,UK previous infection immunity,https://www.journalofinfection.com/article/S0163-4453(21)00010-4/fulltext,95,95,United Kingdom,1,Ancestral,Ancestral,,infection,Cases where the second positive result was >/= 90 days after the first,infection,infection,,1,1,1,1,3,,,,,,0.94,0.88,0.97,2,32,,,,,Antibody testing and/or confirmed infection through PCR,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age range not specified,han20
,0,20,Manica M,Italy previous infection immunity,https://www.medrxiv.org/content/10.1101/2021.04.14.21255502v1.full.pdf,86,86,Italy,1,Ancestral,Ancestral,,"Mild, Moderate + Severe","Symptomatic infections were defined as positive participants having fever and either cough or at least two of the following symptoms: widespread myalgia, headache, dyspnoea, pharyngodynia, diarrhea, nausea/vomiting, anosmia/ageusia, asthenia",Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,,,,,,0.946,0.831,0.991,0,,,,,,Antibody testing,Poor,0,0,0,0,0,0,0,0,0,0,0,0,Age range not specified,han20
,0,21,Leidi A,Swiss previous infection immunity,https://academic.oup.com/cid/article/74/4/622/6287116?login=false,94,94,Switzerland,1,Ancestral,Ancestral,,infection,"virologically confirmed SARS-CoV-2 infection during the study period, defined by the time between inclusion (date of blood sample collection for serology) and death or the end of the study",infection,infection,,1,1,1,1,3,12,80,,,,0.94,0.86,0.98,0,,,,,,Antibody testing,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age end >=  80.,han20
,0,22,Pouwels K,Nature- UK VE Delta,https://www-nature-com.offcampus.lib.washington.edu/articles/s41591-021-01548-7#Tab3,95,95,United Kingdom,1,Ancestral,B.1.1.7,,"Mild, Moderate + Severe",RT–PCR positivity and split according to self-reported symptoms,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,80,,,,0.8,0.75,0.84,0,,,,,,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,22,Pouwels K,Nature- UK VE Delta,https://www-nature-com.offcampus.lib.washington.edu/articles/s41591-021-01548-7#Tab3,95,95,United Kingdom,1,Ancestral,B.1.1.7,,infection,positive pcr for covid 19 regardless of symptoms,infection,infection,,1,1,1,1,3,18,80,,,,0.6,0.5,0.68,0,,,,,,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,22,Pouwels K,Nature- UK VE Delta,https://www-nature-com.offcampus.lib.washington.edu/articles/s41591-021-01548-7#Tab3,95,95,United Kingdom,1,"Ancestral, B.1.1.7",B.1.617.2,,"Mild, Moderate + Severe",RT–PCR positivity and split according to self-reported symptoms,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,80,,,,0.82,0.73,0.88,0,,,,,,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,22,Pouwels K,Nature- UK VE Delta,https://www-nature-com.offcampus.lib.washington.edu/articles/s41591-021-01548-7#Tab3,95,95,United Kingdom,1,"Ancestral, B.1.1.7",B.1.617.2,,infection,positive pcr for covid 19 regardless of symptoms,infection,infection,,1,1,1,1,3,18,80,,,,0.72,0.58,0.82,0,,,,,,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,23,Pritchard E,Nature- UK VE Alpha,https://www.nature.com/articles/s41591-021-01410-w#Fig3,95,95,United Kingdom,1,"Ancestral, B.1.1.7","Ancestral, B.1.1.7",,infection,a PCR-positive test after four or more consecutive negative tests; or a PCR-positive test at least 90?d after the start of a previous infection episode,infection,infection,,1,1,1,1,3,18,80,,,,0.28,0.1,0.43,1,,0,15,0_15,Weeks after infection,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,23,Pritchard E,Nature- UK VE Alpha,https://www.nature.com/articles/s41591-021-01410-w#Fig3,95,95,United Kingdom,1,"Ancestral, B.1.1.7","Ancestral, B.1.1.7",,infection,a PCR-positive test after four or more consecutive negative tests; or a PCR-positive test at least 90?d after the start of a previous infection episode,infection,infection,,1,1,1,1,3,18,80,,,,0.7,0.56,0.79,1,,16,32,16_32,Weeks after infection,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,23,Pritchard E,Nature- UK VE Alpha,https://www.nature.com/articles/s41591-021-01410-w#Fig3,95,95,United Kingdom,1,"Ancestral, B.1.1.7","Ancestral, B.1.1.7",,"Mild, Moderate + Severe",a PCR-positive test after four or more consecutive negative tests; or a PCR-positive test at least 90?d after the start of a previous infection episode (with self reported symptoms),Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,80,,,,0.67,0.5,0.88,1,,0,15,0_15,Weeks after infection,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,23,Pritchard E,Nature- UK VE Alpha,https://www.nature.com/articles/s41591-021-01410-w#Fig3,95,95,United Kingdom,1,"Ancestral, B.1.1.7","Ancestral, B.1.1.7",,"Mild, Moderate + Severe",a PCR-positive test after four or more consecutive negative tests; or a PCR-positive test at least 90?d after the start of a previous infection episode (with self reported symptoms),Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,80,,,,0.95,0.85,0.985,1,,16,32,16_32,Weeks after infection,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,23,Pritchard E,Nature- UK VE Alpha,https://www.nature.com/articles/s41591-021-01410-w#Fig3,95,95,United Kingdom,1,"Ancestral, B.1.1.7",B.1.1.7,,infection,a PCR-positive test after four or more consecutive negative tests; or a PCR-positive test at least 90?d after the start of a previous infection episode. positive infection episodes were classified as compatible with the B.1.1.7 SARS-CoV-2 variant (those positive at least once for ORF1ab?+?N across the episode and never S positive,infection,infection,,1,1,1,1,3,18,80,,,,0.42,0.19,0.58,1,,0,15,0_15,Weeks after infection,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,23,Pritchard E,Nature- UK VE Alpha,https://www.nature.com/articles/s41591-021-01410-w#Fig3,95,95,United Kingdom,1,"Ancestral, B.1.1.7",B.1.1.7,,infection,a PCR-positive test after four or more consecutive negative tests; or a PCR-positive test at least 90?d after the start of a previous infection episode. positive infection episodes were classified as compatible with the B.1.1.7 SARS-CoV-2 variant (those positive at least once for ORF1ab?+?N across the episode and never S positive,infection,infection,,1,1,1,1,3,18,80,,,,0.81,0.66,0.9,1,,16,32,16_32,Weeks after infection,Antibody testing and/or confirmed infection through PCR,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age is 18+ included as 18-80 for analysis,han20
,0,24,Wang X,medrix- US previous infection immunity,https://www.medrxiv.org/content/10.1101/2022.03.24.22272901v1.full.pdf,102,102,United States,1,mixed variant,B.1.617.2,,infection,a positive COVID-19 pcr regardless of symptoms or severity,infection,infection,,1,1,1,1,3,18,65,,,,0.87,0.85,0.89,0,,,,,,Unspecified,Poor,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <65, Age end >= 65.",han20
,0,24,Wang X,medrix- US previous infection immunity,https://www.medrxiv.org/content/10.1101/2022.03.24.22272901v1.full.pdf,102,102,United States,1,mixed variant,B.1.1.529,,infection,a positive COVID-19 pcr regardless of symptoms or severity,infection,infection,,1,1,1,1,3,18,65,,,,0.39,0.36,0.42,0,,,,,,Unspecified,Poor,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <65, Age end >= 65.",han20
,0,25,Willett B,medrix- Scotland VE omicron vs Delta,https://www.medrxiv.org/content/10.1101/2022.01.03.21268111v2.full.pdf,434,434,Scotland,1,mixed variant,B.1.617.2,,infection,"confirmed S gene target failure (SGTF), allele specific PCR, and Pango lineage assignments from the sequencing data. SGTF samples with Delta lineage assignments were assigned as Delta infections. Samples for which the sequencing date was more than two weeks away from the first positive PCR were removed from the analysis.",infection,,,1,1,1,1,3,18,108,,,,0.774,0.715,0.823,0,,,,,,Antibody testing,Poor,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,25,Willett B,medrix- Scotland VE omicron vs Delta,https://www.medrxiv.org/content/10.1101/2022.01.03.21268111v2.full.pdf,434,434,Scotland,1,mixed variant,B.1.1.529,,infection,"confirmed S gene target failure (SGTF), allele specific PCR, and Pango lineage assignments from the sequencing data. SGTF samples with Delta lineage assignments were assigned as Delta infections. Samples for which the sequencing date was more than two weeks away from the first positive PCR were removed from the analysis.",infection,,,1,1,1,1,3,18,108,,,,0.339,0.236,0.431,0,,,,,,Antibody testing,Poor,0,0,0,0,0,0,0,0,0,0,0,0,,han20
,0,26,Altarawneh H ,medrix- Qatar previous infection immunity BA.1 vs BA.2,https://www.nejm.org/doi/full/10.1056/NEJMoa2203965,151,151,Qatar,1,mixed variant,B.1.1.529,,"Mild, Moderate + Severe",Symptomatic SARS-CoV-2 reinfection is conventionally defined as a documented infection ?90 days after an earlier infection,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,,,0.508,0.454,0.557,2,46,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end 70+",han20
,0,26,Altarawneh H ,medrix- Qatar previous infection immunity BA.1 vs BA.2,https://www.nejm.org/doi/full/10.1056/NEJMoa2203965,151,151,Qatar,1,mixed variant,B.1.1.529.1,,"Mild, Moderate + Severe",Symptomatic SARS-CoV-2 reinfection is conventionally defined as a documented infection ?90 days after an earlier infection,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,,,0.505,0.381,0.599,2,46,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end 70+",han20
,0,26,Altarawneh H ,medrix- Qatar previous infection immunity BA.1 vs BA.2,https://www.nejm.org/doi/full/10.1056/NEJMoa2203965,151,151,Qatar,1,mixed variant,B.1.1.529.2,,"Mild, Moderate + Severe",Symptomatic SARS-CoV-2 reinfection is conventionally defined as a documented infection ?90 days after an earlier infection,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,20,70,,,,0.461,0.395,0.519,2,46,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end 70+",han20
,0,26,Altarawneh H ,medrix- Qatar previous infection immunity BA.1 vs BA.2,https://www.nejm.org/doi/full/10.1056/NEJMoa2203965,151,151,Qatar,1,mixed variant,B.1.1.529,,severe,"Classification of COVID-19 case severity, 10 criticality,10 and fatality11 followed World Health Organization guidelines, and assessments were made by trained medical personnel independent of the study investigators and using individual chart reviews, as part of a national protocol applied to every hospitalized COVID-19 patient",hosp,severe,,1,0,0,0,3,20,70,,,,0.716,0.157,0.904,2,46,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end 70+",han20
,1,26,Altarawneh H ,medrix- Qatar previous infection immunity BA.1 vs BA.2,https://www.nejm.org/doi/full/10.1056/NEJMoa2203965,151,151,Qatar,1,mixed variant,B.1.1.529.1,,severe,"Classification of COVID-19 case severity, 10 criticality,10 and fatality11 followed World Health Organization guidelines, and assessments were made by trained medical personnel independent of the study investigators and using individual chart reviews, as part of a national protocol applied to every hospitalized COVID-19 patient",hosp,severe,,1,0,0,0,3,20,70,,,,0.99,NA,NA,2,46,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end 70+",han20
,0,26,Altarawneh H ,medrix- Qatar previous infection immunity BA.1 vs BA.2,https://www.nejm.org/doi/full/10.1056/NEJMoa2203965,151,151,Qatar,1,mixed variant,B.1.1.529.2,,severe,"Classification of COVID-19 case severity, 10 criticality,10 and fatality11 followed World Health Organization guidelines, and assessments were made by trained medical personnel independent of the study investigators and using individual chart reviews, as part of a national protocol applied to every hospitalized COVID-19 patient",hosp,severe,,1,0,0,0,3,20,70,,,,0.734,0.002,0.929,2,46,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,"Age start <20, Age end 70+",han20
,0,27,Starrfelt J,medrix- Norway Delta VE,https://www.medrxiv.org/content/10.1101/2022.03.29.22273086v1.full.pdf,90,90,Norway,1,mixed variant,B.1.617.2,,infection,SARS-CoV-2 re-infection is defined as a positive SARS-CoV-2 PCR test reported to the Norwegian 115 Surveillance System for Communicable Diseases (MSIS) registry 180 after 1st infection,infection,infection,,1,1,1,1,3,18,85,,,,0.931,0.923,0.939,0,,,,,,Confirmed infection registered in National Health System,Fair,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 85,han20
,0,28,Cerqueira-Silva T,medrix- Brazil previous infection immunity,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00288-2/fulltext,135,135,Brazil,1,mixed variant,B.1.1.529,,"Mild, Moderate + Severe",Cases of confirmed infection were defined as adults with a positive SARS-CoV-2 RT–PCR or Lateral-flow test. sample collected within ten days of symptom onset,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,65,,,,0.289,0.269,0.309,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 65,han20
,0,28,Cerqueira-Silva T,medrix- Brazil previous infection immunity,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00288-2/fulltext,135,135,Brazil,1,mixed variant,B.1.1.529,,severe,Hospital admission up to 14 days after a positive test or a positive test within <72 hours of hospital admission. Mortality outcome was defined as death occurring within 28 days after a positive test,hosp&death,severe,,1,0,0,0,3,18,65,,,,0.856,0.827,0.88,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 65,han20
,0,28,Cerqueira-Silva T,medrix- Brazil previous infection immunity,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00288-2/fulltext,135,135,Brazil,1,mixed variant,B.1.1.529,,severe,Hospital admission up to 14 days after a positive test or a positive test within <72 hours of hospital admission. Mortality outcome was defined as death occurring within 28 days after a positive test,hosp&death,severe,,1,0,0,0,3,18,65,,,,0.845,0.731,0.911,1,,12,23,12_23,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 65, end was > 1 year, interval added as 52-64 for sake of the analysis",han20
,0,28,Cerqueira-Silva T,medrix- Brazil previous infection immunity,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00288-2/fulltext,135,135,Brazil,1,mixed variant,B.1.1.529,,severe,Hospital admission up to 14 days after a positive test or a positive test within <72 hours of hospital admission. Mortality outcome was defined as death occurring within 28 days after a positive test,hosp&death,severe,,1,0,0,0,3,18,65,,,,0.895,0.86,0.922,1,,24,51,24_51,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 65, end was > 1 year, interval added as 52-64 for sake of the analysis",han20
,0,28,Cerqueira-Silva T,medrix- Brazil previous infection immunity,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00288-2/fulltext,135,135,Brazil,1,mixed variant,B.1.1.529,,severe,Hospital admission up to 14 days after a positive test or a positive test within <72 hours of hospital admission. Mortality outcome was defined as death occurring within 28 days after a positive test,hosp&death,severe,,1,0,0,0,3,18,65,,,,0.803,0.744,0.848,1,,52,64,52_64,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 65, end was > 1 year, interval added as 52-64 for sake of the analysis",han20
,0,28,Cerqueira-Silva T,medrix- Brazil previous infection immunity,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00288-2/fulltext,135,135,Brazil,1,mixed variant,B.1.1.529,,"Mild, Moderate + Severe",Cases of confirmed infection were defined as adults with a positive SARS-CoV-2 RT–PCR or Lateral-flow test. sample collected within ten days of symptom onset,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,65,,,,0.528,0.483,0.568,1,,12,23,12_23,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 65, end was > 1 year, interval added as 52-64 for sake of the analysis",han20
,0,28,Cerqueira-Silva T,medrix- Brazil previous infection immunity,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00288-2/fulltext,135,135,Brazil,1,mixed variant,B.1.1.529,,"Mild, Moderate + Severe",Cases of confirmed infection were defined as adults with a positive SARS-CoV-2 RT–PCR or Lateral-flow test. sample collected within ten days of symptom onset,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,65,,,,0.327,0.302,0.352,1,,24,51,24_51,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 65, end was > 1 year, interval added as 52-64 for sake of the analysis",han20
,0,28,Cerqueira-Silva T,medrix- Brazil previous infection immunity,https://www.thelancet.com/journals/laninf/article/PIIS1473-3099(22)00288-2/fulltext,135,135,Brazil,1,mixed variant,B.1.1.529,,"Mild, Moderate + Severe",Cases of confirmed infection were defined as adults with a positive SARS-CoV-2 RT–PCR or Lateral-flow test. sample collected within ten days of symptom onset,Symptomatic,"Mild, Moderate + Severe",,1,1,1,0,3,18,65,,,,0.147,0.108,0.185,1,,52,64,52_64,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,"Age end >= 65, end was > 1 year, interval added as 52-64 for sake of the analysis",han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.44,0.38,0.48,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,Ancestral,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.29,0.2,0.37,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,B.1.1.7,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.44,0.26,0.57,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,B.1.617.2,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.67,0.57,0.75,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529,,severe,"COVID-19 hospitalization, defined by admission ?24-hours and within 14 days of a SARS-CoV-2 positive specimen, was also assessed",hosp,severe,,1,1,1,1,3,12,70,,,,0.81,0.66,0.89,0,,,,,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.66,0.57,0.73,1,,12,23,12_23,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,mixed variant,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.49,0.32,0.61,1,,24,35,24_35,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,Ancestral,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.35,0.21,0.47,1,,36,47,36_47,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,B.1.617.2,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.29,0.17,0.38,1,,48,75,48_75,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,0,29,Carazo S,medrix- previous infection immunity Canada,https://www.medrxiv.org/content/10.1101/2022.04.29.22274455v2.full.pdf,101,101,Canada,1,B.1.1.7,B.1.1.529,,infection,Reinfection was defined as the first SARS-CoV-2 positive result during the study period identified ?90 days after a primary infection,infection,infection,,1,1,1,1,3,12,70,,,,0.27,0.08,0.42,1,,76,96,76_96,,Confirmed infection registered in National Health System,Good,0,0,0,0,0,0,0,0,0,0,0,0,Age end >= 70,han20
,1,30,Pulliam J,medrix- South Africa SACEMA previous immunity infection,https://www.medrxiv.org/content/10.1101/2021.11.11.21266068v2.full.pdf,196,196,South Africa,1,Ancestral,B.1.351,,infection,"reinfection is positive test associated with an individual’s first identified infection
(i.e., within 90 days of a previous positive test",infection,infection,,1,1,1,1,3,,,,,,,,,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,han20
