super_region_id,region_id,national_id,location_id,lam_intercept,lam_trend,gprior_sd_intercept,gprior_sd_trend,age_scale,gamma_age,gamma_year,nugget,lam
103,124,130,4663,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4664,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4665,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4666,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4667,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4668,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4669,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4670,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4671,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4672,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4673,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,124,130,4674,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4709,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4710,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4711,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4712,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4713,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4714,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4715,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4716,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4717,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4718,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4719,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4720,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4721,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4722,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4723,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4724,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4725,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4726,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4727,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4728,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4729,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4730,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4731,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4732,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4733,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4734,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4735,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4736,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4737,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4738,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4739,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4740,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4741,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,9,11,4742,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
64,73,95,4749,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
103,134,135,4750,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4751,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4752,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4753,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4754,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4755,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4756,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4757,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4758,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4759,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4760,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4761,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4762,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4763,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4764,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4765,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4766,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4767,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4768,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4769,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4770,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4771,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4772,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4773,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4774,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4775,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
103,134,135,4776,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4841,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4842,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4843,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4844,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4846,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4849,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4850,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4851,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4852,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4853,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4854,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4855,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4856,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4857,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4859,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4860,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4861,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4862,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4863,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4864,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4865,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4867,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4868,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4869,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4870,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4871,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4872,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4873,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4874,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,4875,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
64,73,90,4910,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,90,4920,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,90,4923,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,90,4926,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
166,199,214,25318,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25319,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25320,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25321,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25322,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25323,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25324,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25325,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25326,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25327,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25328,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25329,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25330,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25331,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25332,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25333,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25334,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25335,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25336,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25337,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25338,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25339,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25340,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25341,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25342,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25343,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25344,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25345,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25346,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25347,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25348,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25349,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25350,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25351,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25352,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25353,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,199,214,25354,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
64,65,67,35424,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35425,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35426,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35427,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35428,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35429,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35430,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35431,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35432,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35433,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35434,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35435,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35436,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35437,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35438,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35439,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35440,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35441,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35442,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35443,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35444,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35445,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35446,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35447,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35448,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35449,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35450,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35451,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35452,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35453,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35454,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35455,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35456,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35457,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35458,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35459,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35460,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35461,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35462,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35463,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35464,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35465,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35466,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35467,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35468,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35469,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,65,67,35470,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35494,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35495,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35496,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35497,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35498,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35499,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35500,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35501,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35502,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35503,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35504,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35505,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35506,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35507,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35508,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35509,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35510,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35511,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35512,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35513,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
64,73,86,35514,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,5.0
166,174,180,35617,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35618,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35619,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35620,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35621,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35622,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35623,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35624,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35625,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35626,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35627,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35628,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35629,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35630,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35631,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35632,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35633,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35634,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35635,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35636,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35637,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35638,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35639,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35640,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35641,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35642,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35643,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35644,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35645,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35646,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35647,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35648,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35649,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35650,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35651,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35652,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35653,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35654,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35655,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35656,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35657,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35658,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35659,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35660,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35661,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35662,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
166,174,180,35663,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,50.0
158,159,163,43872,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43873,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43874,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43875,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43877,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43880,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43881,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43882,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43883,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43884,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43885,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43886,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43887,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43888,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43890,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43891,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43892,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43893,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43894,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43895,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43896,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43898,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43899,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43900,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43901,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43902,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43903,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43904,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43905,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43906,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43908,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43909,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43910,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43911,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43913,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43916,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43917,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43918,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43919,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43920,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43921,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43922,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43923,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43924,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43926,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43927,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43928,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43929,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43930,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43931,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43932,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43934,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43935,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43936,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43937,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43938,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43939,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43940,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43941,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,43942,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4,5,6,44533,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,44538,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
158,159,163,44539,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
