nid,exclude,study_id,author,text_description,first_dose_only,source,location_id,location_id2,location_name,location_name2,interval between doses,vac_before_booster,vaccine_developer,vaccine_candidate,vaccine_type,variant,variant_b1351,symptom_severity,symptom_severity_description,severity,IHME_symptom_classification,severe_vs_all,severe,moderate,mild,asymptomatic,sex_id,age_start,age_end,age_mean,over_65,is_main_analysis,is_sub_analysis,sample_size,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,Period reported in the study,events_vaccine,events_control,ss_vaccine,ss_control,hiv_flag,obesity_flag,comorbidity_flag,ethnicity_flag,race_flag,dose_flag,high_risk_flag,infectious_flag,notes,extractor_id
,1,504,Andrews N,PHE -  Moderna Spikevax,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta hosp,1,,Moderna,mRNA-1273,mRNA,B.1.617.2,,severe,"hospitalisation with 14 days of PCR confirmation, and death within 28 days of PCR confirmation",hosp,Severe,,1,0,0,0,3,16,65,,0,,,,0.975,0.823,0.997,0,0,,2,9,2 to 9 weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.Carol note: same VE of the preceding result, because VE was 100%, which did not works well in MR-BRT splines time since vaccination analysis  Carol note: same VE of the preceding result, because VE was 100%, which did not works well in MR-BRT splines time since vaccination analysis",cstein87
,1,504,Andrews N,PHE - AstraZeneca Vaxzevria,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta death,1,,AstraZeneca,ChAdOx1,Adenovirus,B.1.617.2,,severe,death within 28 days of PCR confirmation,death,Severe,,1,0,0,0,3,16,65,,0,,,,0.941,0.918,0.958,0,0,,2,9,2 to 9 weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.",cstein87
,1,504,Andrews N,PHE - AstraZeneca Vaxzevria,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta death,1,,AstraZeneca,ChAdOx1,Adenovirus,B.1.617.2,,severe,death within 28 days of PCR confirmation,death,Severe,,1,0,0,0,3,16,65,,0,,,,0.924,0.897,0.944,0,0,,10,14,10 to 14 weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.",cstein87
,1,504,Andrews N,PHE - AstraZeneca Vaxzevria,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta death,1,,AstraZeneca,ChAdOx1,Adenovirus,B.1.617.2,,severe,death within 28 days of PCR confirmation,death,Severe,,1,0,0,0,3,16,65,,0,,,,0.891,0.842,0.925,0,0,,15,19,15 to 19 weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.",cstein87
,1,504,Andrews N,PHE - AstraZeneca Vaxzevria,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta death,1,,AstraZeneca,ChAdOx1,Adenovirus,B.1.617.2,,severe,death within 28 days of PCR confirmation,death,Severe,,1,0,0,0,3,16,65,,0,,,,0.787,0.527,0.904,0,0,,20,24,20+ weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.",cstein87
,1,504,Andrews N,PHE - Pfizer-BioNTech Comirnaty,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta death,1,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,severe,death within 28 days of PCR confirmation,death,Severe,,1,0,0,0,3,16,65,,0,,,,0.982,0.959,0.992,0,0,,2,9,2 to 9 weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.",cstein87
,1,504,Andrews N,PHE - Pfizer-BioNTech Comirnaty,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta death,1,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,severe,death within 28 days of PCR confirmation,death,Severe,,1,0,0,0,3,16,65,,0,,,,0.952,0.93,0.967,0,0,,10,14,10 to 14 weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.",cstein87
,1,504,Andrews N,PHE - Pfizer-BioNTech Comirnaty,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta death,1,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,severe,death within 28 days of PCR confirmation,death,Severe,,1,0,0,0,3,16,65,,0,,,,0.939,0.911,0.958,0,0,,15,19,15 to 19 weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.",cstein87
,1,504,Andrews N,PHE - Pfizer-BioNTech Comirnaty,0,https://khub.net/web/phe-national/public-library/-/document_library/v2WsRK3ZlEig/view_file/526279031?_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect=https%3A%2F%2Fkhub.net%3A443%2Fweb%2Fphe-national%2Fpublic-library%2F-%2Fdocument_library%2Fv2WsRK3ZlEig%2Fview%2F338928724%3F_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_redirect%3Dhttps%253A%252F%252Fkhub.net%253A443%252Fweb%252Fphe-national%252Fpublic-library%253Fp_p_id%253Dcom_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig%2526p_p_lifecycle%253D0%2526p_p_state%253Dnormal%2526p_p_mode%253Dview%2526_com_liferay_document_library_web_portlet_DLPortlet_INSTANCE_v2WsRK3ZlEig_mvcRenderCommandName%253D%25252Fdocument_library%25252Fview,95,95,United Kingdom,UK Delta death,1,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,severe,death within 28 days of PCR confirmation,death,Severe,,1,0,0,0,3,16,65,,0,,,,0.904,0.851,0.938,0,0,,20,24,20+ weeks,,,,,0,0,0,0,0,0,0,0,"Age: 16+. Age end: 65+. Vaccine effectiveness was adjusted in logistic regression models for age, sex, index of multiple deprivation, ethnic group, care home residence status (for analyses including adults aged >=65 years), geographic region, period (calendar week), health and social care worker status (for analyses with adults aged <65 years), and clinical risk group (only available for <65 year-olds) or a clinically extremely vulnerable group (any age). 13 For deaths, the period was modelled using a cubic spline due to smaller numbers.",cstein87
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v2,102,102,United States,USA Mayo Clinic mixed,0,,Pfizer & BioNTech,mRNA-1273,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.99,0.66,0.99,0,0,,2,8,Jan-Feb,,,,,0,0,0,0,0,0,0,0,"Age end = 85+ Carol note: transformed VE = 0.99, instead 1 because of analysis on MR-BRT",han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v3,102,102,United States,USA Mayo Clinic mixed,0,,Moderna,mRNA-1273,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.909,0.71,0.982,0,0,,9,12,Feb-Mar,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v4,102,102,United States,USA Mayo Clinic mixed,0,,Moderna,mRNA-1273,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.915,0.82,0.967,0,0,,13,16,Mar-Apr,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v5,102,102,United States,USA Mayo Clinic mixed,0,,Moderna,mRNA-1273,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.931,0.83,0.978,0,0,,17,20,Apr-May,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v6,102,102,United States,USA Mayo Clinic mixed,0,,Moderna,mRNA-1273,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.62,0.12,0.85,0,0,,21,24,May-Jun,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v7,102,102,United States,USA Mayo Clinic mixed,0,,Moderna,mRNA-1273,mRNA,B.1.617.2,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.76,0.68,0.87,0,0,,25,28,Jun_Jul,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v8,102,102,United States,USA Mayo Clinic mixed,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.99,0.61,0.99,0,0,,2,8,Jan-Feb,,,,,0,0,0,0,0,0,0,0,"Age end = 85+ Carol note: transformed VE = 0.99, instead 1 because of analysis on MR-BRT",han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v9,102,102,United States,USA Mayo Clinic mixed,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.89,0.69,0.972,0,0,,9,12,Feb-Mar,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v10,102,102,United States,USA Mayo Clinic mixed,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.88,0.77,0.941,0,0,,13,16,Mar-Apr,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v11,102,102,United States,USA Mayo Clinic mixed,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.83,0.69,0.913,0,0,,17,20,Apr-May,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v12,102,102,United States,USA Mayo Clinic mixed,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.82,0.47,0.954,0,0,,21,24,May-Jun,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v12,102,102,United States,USA Mayo Clinic mixed,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,infection,Positive PCR On or after 14 days following second dose,infection,infection,,0,0,0,0,3,18,85,,0,,,,0.42,0.13,0.62,0,0,,25,28,Jun_Jul,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v13,102,102,United States,USA Mayo Clinic mixed hosp,0,,Moderna,mRNA-1273,mRNA,B.1.1.7,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.88,0.1,0.9972,0,0,,9,12,Feb-Mar,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v14,102,102,United States,USA Mayo Clinic mixed hosp,0,,Moderna,mRNA-1273,mRNA,B.1.1.7,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.943,0.64,0.9986,0,0,,13,16,Mar-Apr,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v15,102,102,United States,USA Mayo Clinic mixed hosp,0,,Moderna,mRNA-1273,mRNA,B.1.1.7,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.954,0.72,0.9989,0,0,,17,20,Apr-May,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v16,102,102,United States,USA Mayo Clinic mixed hosp,0,,Moderna,mRNA-1273,mRNA,B.1.1.7,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.99,0.2,0.99,0,0,,21,24,May-Jun,,,,,0,0,0,0,0,0,0,0,"Age end = 85+ Carol note: transformed VE = 0.99, instead 1 because of analysis on MR-BRT",han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v17,102,102,United States,USA Mayo Clinic mixed hosp,0,,Moderna,mRNA-1273,mRNA,B.1.617.2,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.81,0.33,0.963,0,0,,25,28,Jun_Jul,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v18,102,102,United States,USA Mayo Clinic mixed hosp,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.89,0.18,0.9974,0,0,,9,12,Feb-Mar,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v19,102,102,United States,USA Mayo Clinic mixed hosp,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.9,0.57,0.988,0,0,,13,16,Mar-Apr,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v20,102,102,United States,USA Mayo Clinic mixed hosp,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.87,0.57,0.975,0,0,,17,20,Apr-May,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v21,102,102,United States,USA Mayo Clinic mixed hosp,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.1.7,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.84,0.8,0.9965,0,0,,21,24,May-Jun,,,,,0,0,0,0,0,0,0,0,"Age end = 85+ Carol note: According to table 4 the upper bound of the IRR is 1.2 . However, I think it is not possible. So, I assume to extract the data and include in the analysis a value as 0.2 and then the efficacy lower is 0.80.",han20
,0,505,Puranik A,medrxiv - Mayo Clinic - January to July 2021.,0,https://www.medrxiv.org/content/10.1101/2021.08.06.21261707v22,102,102,United States,USA Mayo Clinic mixed hosp,0,,Pfizer & BioNTech,BNT162b2,mRNA,B.1.617.2,,severe,Hospitalization within 21 days of positive PCR,hosp,severe,,1,0,0,0,3,18,85,,0,,,,0.75,0.24,0.939,0,0,,25,28,Jun_Jul,,,,,0,0,0,0,0,0,0,0,Age end = 85+,han20
,1,506,Sharma A,medrix - US Department of Veteran Affairs- January 1 to August 31 2021,0,https://www.medrxiv.org/content/10.1101/2021.09.23.21263864v1.full.pdf,102,102,United States,USA DoV Delta,,,Johnson & Johnson,Ad26.COV2.S,Adenovirus,B.1.617.2,,infection,Positive PCR On or after 14 days following second dose of mRNA-1273 or BNT162b2 vaccines or after the single of Ad26.COV2.S vaccine,infection,infection,,0,0,0,0,3,18,65,,0,,,227570,,,,0,0,,0,12.5,Days(changed here to weeks) after fully vaccinated,,,,,0,0,0,0,0,0,0,0,Age end= 65+,han20
,1,506,Sharma A,medrix - US Department of Veteran Affairs- January 1 to August 31 2021,0,https://www.medrxiv.org/content/10.1101/2021.09.23.21263864v1.full.pdf,102,102,United States,USA DoV Delta,,,Johnson & Johnson,Ad26.COV2.S,Adenovirus,B.1.617.2,,infection,Positive PCR On or after 14 days following second dose of mRNA-1273 or BNT162b2 vaccines or after the single of Ad26.COV2.S vaccine,infection,infection,,0,0,0,0,3,18,65,,0,,,227570,,,,0,0,,0,25,Days(changed here to weeks) after fully vaccinated,,,,,0,0,0,0,0,0,0,0,Age end= 65+,han20
