study_id,author,first_dose_only,location_id,location_id2,location_name,location_name2,vac_before_booster,vaccine_developer,variant,symptom_severity,severity,sample_size,age_start,age_end,efficacy_mean,efficacy_lower,efficacy_upper,booster,vemt,mean_time_since_vaccination,start_interval,end_interval,sev_severity,mid_point1,mid_point,study_id2,e_mean
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",Moderna,B.1.617.2,Severe,hosp,,18,80,0.84,0.63,0.93,0,0,,16,19,severe,17.5,17.5,1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80,0.74
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.71,0.69,0.74,0,0,,0,1,infection,0.5,0.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.61
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.94,0.93,0.95,0,0,,2,3,infection,2.5,2.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.84
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.92,0.92,0.93,0,0,,4,7,infection,5.5,5.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.82
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.9,0.9,0.91,0,0,,8,11,infection,9.5,9.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.8
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.89,0.88,0.9,0,0,,12,15,infection,13.5,13.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.79
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.86,0.81,0.89,0,0,,16,19,infection,17.5,17.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.76
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.77,0.67,0.84,0,0,,20,23,infection,21.5,21.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.67
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.83,0.79,0.86,0,0,,24,27,infection,25.5,25.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.73
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.8,0.76,0.84,0,0,,28,31,infection,29.5,29.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.7
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.8,0.76,0.83,0,0,,0,1,infection,0.5,0.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.7
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.96,0.94,0.97,0,0,,2,3,infection,2.5,2.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.86
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.94,0.93,0.95,0,0,,4,7,infection,5.5,5.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.84
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.91,0.9,0.93,0,0,,8,11,infection,9.5,9.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.81
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.88,0.86,0.9,0,0,,12,15,infection,13.5,13.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.78
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.83,0.76,0.88,0,0,,16,19,infection,17.5,17.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.73
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.89,0.76,0.95,0,0,,20,23,infection,21.5,21.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.79
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.8,0.73,0.85,0,0,,24,27,infection,25.5,25.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.7
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.7,0.66,0.74,0,0,,0,1,infection,0.5,0.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.6
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.92,0.9,0.93,0,0,,2,3,infection,2.5,2.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.82
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.9,0.89,0.91,0,0,,4,7,infection,5.5,5.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.8
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.88,0.87,0.89,0,0,,8,11,infection,9.5,9.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.78
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.85,0.84,0.86,0,0,,12,15,infection,13.5,13.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.75
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.89,0.87,0.9,0,0,,16,19,infection,17.5,17.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.79
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.92,0.89,0.94,0,0,,20,23,infection,21.5,21.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.82
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.76,0.57,0.87,0,0,,24,27,infection,25.5,25.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.66
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Pfizer & BioNTech,B.1.617.2,infection,infection,,18,80,0.76,0.48,0.88,0,0,,28,31,infection,29.5,29.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.66
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.81,0.76,0.86,0,0,,0,1,infection,0.5,0.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.71
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.94,0.91,0.96,0,0,,2,3,infection,2.5,2.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.84
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.92,0.91,0.93,0,0,,4,7,infection,5.5,5.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.82
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.91,0.89,0.92,0,0,,8,11,infection,9.5,9.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.81
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.88,0.86,0.9,0,0,,12,15,infection,13.5,13.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.78
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.87,0.81,0.91,0,0,,16,19,infection,17.5,17.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.77
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.91,0.81,0.95,0,0,,20,23,infection,21.5,21.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.81
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",Moderna,B.1.617.2,infection,infection,,18,80,0.85,0.61,0.95,0,0,,24,27,infection,25.5,25.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.75
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.76,0.1,0.94,0,0,,0,1,infection,0.5,0.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.66
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.77,0.38,0.92,0,0,,2,3,infection,2.5,2.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.67
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.68,0.6,0.75,0,0,,4,7,infection,5.5,5.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.58
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.72,0.67,0.76,0,0,,8,11,infection,9.5,9.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.62
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.65,0.57,0.72,0,0,,12,15,infection,13.5,13.5,1001&Canada(British Columbia/Delta)&B.1.617.2&infection&18&80,0.55
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.74,-0.07,0.94,0,0,,2,3,infection,2.5,2.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.64
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.78,0.58,0.89,0,0,,4,7,infection,5.5,5.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.68
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.76,0.67,0.83,0,0,,8,11,infection,9.5,9.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.66
1001,Skowronski D,0,101,101,Canada,Canada(Quebec/Delta),"",AstraZeneca,B.1.617.2,infection,infection,,18,80,0.72,0.66,0.77,0,0,,12,15,infection,13.5,13.5,1001&Canada(Quebec/Delta)&B.1.617.2&infection&18&80,0.62
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,18,80,0.84,0.51,0.95,0,0,,4,7,severe,5.5,5.5,1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80,0.74
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,18,80,0.93,0.84,0.97,0,0,,8,11,severe,9.5,9.5,1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80,0.83
1001,Skowronski D,0,101,101,Canada,Canada(British Columbia/Delta) hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,18,80,0.92,0.81,0.97,0,0,,12,15,severe,13.5,13.5,1001&Canada(British Columbia/Delta) hosp&B.1.617.2&hosp&18&80,0.82
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,18,49,0.964,0.945,0.977,0,0,,0,4,severe,2,2,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.864
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,18,49,0.947,0.908,0.972,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.847
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,18,49,0.959,0.93,0.977,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.859
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,18,49,0.955,0.94,0.967,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.855
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Moderna,B.1.617.2,Severe,hosp,,18,49,0.968,0.947,0.982,0,0,,0,4,severe,2,2,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.868
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Moderna,B.1.617.2,Severe,hosp,,18,49,0.92,0.866,0.955,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.82
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Moderna,B.1.617.2,Severe,hosp,,18,49,0.961,0.929,0.982,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.861
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Moderna,B.1.617.2,Severe,hosp,,18,49,0.975,0.961,0.985,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.875
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,18,49,0.959,0.916,0.984,0,0,,0,4,severe,2,2,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.859
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,18,49,0.883,0.769,0.95,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.783
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,18,49,0.948,0.877,0.983,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.848
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 18-49,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,18,49,0.938,0.902,0.963,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 18-49&B.1.617.2&hosp&18&49,0.838
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,64,0.958,0.945,0.969,0,0,,0,4,severe,2,2,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.858
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,64,0.952,0.926,0.97,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.852
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,64,0.939,0.914,0.958,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.839
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,64,0.951,0.941,0.96,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.851
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Moderna,B.1.617.2,Severe,hosp,,50,64,0.973,0.961,0.983,0,0,,0,4,severe,2,2,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.873
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Moderna,B.1.617.2,Severe,hosp,,50,64,0.97,0.945,0.986,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.87
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Moderna,B.1.617.2,Severe,hosp,,50,64,0.967,0.944,0.982,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.867
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Moderna,B.1.617.2,Severe,hosp,,50,64,0.969,0.959,0.977,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.869
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,50,64,0.882,0.833,0.918,0,0,,0,4,severe,2,2,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.782
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,50,64,0.91,0.826,0.959,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.81
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,50,64,0.904,0.83,0.951,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.804
518,Rosenberg E,0,102,102,United States,USA NY delta hosp 50-64,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,50,64,0.928,0.901,0.95,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp 50-64&B.1.617.2&hosp&50&64,0.828
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,65,100,0.95,0.942,0.957,0,0,,0,4,severe,2,2,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.85
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,65,100,0.938,0.923,0.951,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.838
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,65,100,0.896,0.874,0.914,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.796
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,65,100,0.892,0.881,0.902,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.792
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Moderna,B.1.617.2,Severe,hosp,,65,100,0.972,0.967,0.977,0,0,,0,4,severe,2,2,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.872
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Moderna,B.1.617.2,Severe,hosp,,65,100,0.964,0.953,0.974,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.864
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Moderna,B.1.617.2,Severe,hosp,,65,100,0.952,0.939,0.963,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.852
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Moderna,B.1.617.2,Severe,hosp,,65,100,0.941,0.933,0.948,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.841
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,65,100,0.855,0.815,0.888,0,0,,0,4,severe,2,2,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.755
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,65,100,0.809,0.727,0.871,0,0,,5,8,severe,6.5,6.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.709
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,65,100,0.824,0.745,0.884,0,0,,9,12,severe,10.5,10.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.724
518,Rosenberg E,0,102,102,United States,USA NY delta hosp =>65,"",Johnson & Johnson,B.1.617.2,Severe,hosp,,65,100,0.828,0.79,0.861,0,0,,13,16,severe,14.5,14.5,518&USA NY delta hosp =>65&B.1.617.2&hosp&65&100,0.728
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,12,49,0.99,0.98,0.99,0,0,,0,4,severe,2,2,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.89
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,12,49,0.99,0.97,0.99,0,0,,5,9,severe,7,7,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.89
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,12,49,0.97,0.95,0.98,0,0,,10,14,severe,12,12,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.87
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,12,49,0.94,0.85,0.98,0,0,,15,19,severe,17,17,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.84
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,12,49,0.93,0.82,0.97,0,0,,20,24,severe,22,22,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.83
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,12,49,0.94,0.85,0.98,0,0,,25,29,severe,27,27,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.84
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,69,0.99,0.98,0.99,0,0,,0,4,severe,2,2,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.89
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,69,0.99,0.98,0.99,0,0,,5,9,severe,7,7,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.89
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,69,0.97,0.97,0.98,0,0,,10,14,severe,12,12,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.87
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,69,0.98,0.97,0.98,0,0,,15,19,severe,17,17,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.88
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,69,0.98,0.95,0.99,0,0,,20,24,severe,22,22,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.88
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 50-69 hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,50,69,0.94,0.9,0.96,0,0,,25,29,severe,27,27,519&Netherlands delta 50-69 hosp&B.1.617.2&hosp&50&69,0.84
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,70,99,0.91,0.86,0.94,0,0,,0,4,severe,2,2,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.81
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,70,99,0.91,0.89,0.93,0,0,,5,9,severe,7,7,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.81
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,70,99,0.91,0.89,0.92,0,0,,10,14,severe,12,12,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.81
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,70,99,0.9,0.88,0.91,0,0,,15,19,severe,17,17,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.8
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,70,99,0.89,0.87,0.91,0,0,,20,24,severe,22,22,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.79
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 70+ hosp,"",Pfizer & BioNTech,B.1.617.2,Severe,hosp,,70,99,0.87,0.85,0.9,0,0,,25,29,severe,27,27,519&Netherlands delta 70+ hosp&B.1.617.2&hosp&70&99,0.77
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,12,49,0.96,0.85,0.99,0,0,,5,9,severe,7,7,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.86
519,RIVM COVID-19 group,0,89,89,Netherlands,Netherlands delta 12-49 hosp,"",AstraZeneca,B.1.617.2,Severe,hosp,,12,49,0.91,0.76,0.97,0,0,,10,14,severe,12,12,519&Netherlands delta 12-49 hosp&B.1.617.2&hosp&12&49,0.81
