location_id,national_id,lam_intercept,lam_trend,gprior_sd_intercept,gprior_sd_trend,age_scale,gamma_age,gamma_year,nugget,lam
4741,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4742,11,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4749,95,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4750,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4751,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4752,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4753,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4754,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4755,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4756,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4757,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4758,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4759,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4760,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4761,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4762,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4763,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4764,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4765,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4766,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4767,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4768,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4769,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4770,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4771,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4772,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4773,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4774,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4775,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4776,135,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4841,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4842,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4843,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4844,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4846,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4849,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4850,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4851,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4852,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4853,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4854,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4855,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4856,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4857,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4859,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4860,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4861,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4862,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4863,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4864,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4865,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4867,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4868,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4869,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4870,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4871,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4872,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4873,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4874,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4875,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4910,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4920,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4923,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
4926,90,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25318,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25319,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25320,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25321,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25322,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25323,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25324,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25325,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25326,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25327,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25328,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25329,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25330,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25331,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25332,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25333,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25334,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25335,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25336,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25337,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25338,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25339,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25340,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25341,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25342,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25343,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25344,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25345,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25346,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25347,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25348,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25349,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25350,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25351,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25352,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25353,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
25354,214,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35424,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35425,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35426,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35427,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35428,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35429,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35430,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35431,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35432,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35433,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35434,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35435,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35436,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35437,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35438,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35439,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35440,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35441,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35442,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35443,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35444,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35445,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35446,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35447,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35448,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35449,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35450,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35451,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35452,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35453,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35454,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35455,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35456,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35457,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35458,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35459,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35460,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35461,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35462,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35463,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35464,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35465,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35466,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35467,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35468,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35469,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35470,67,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35494,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35495,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35496,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35497,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35498,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35499,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35500,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35501,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35502,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35503,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35504,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35505,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35506,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35507,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35508,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35509,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35510,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35511,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35512,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35513,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35514,86,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35617,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35618,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35619,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35620,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35621,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35622,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35623,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35624,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35625,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35626,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35627,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35628,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35629,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35630,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35631,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35632,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35633,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35634,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35635,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35636,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35637,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35638,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35639,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35640,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35641,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35642,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35643,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35644,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35645,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35646,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35647,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35648,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35649,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35650,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35651,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35652,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35653,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35654,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35655,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35656,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35657,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35658,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35659,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35660,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35661,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35662,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
35663,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43872,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43873,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43874,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43875,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43877,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43880,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43881,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43882,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43883,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43884,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43885,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43886,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43887,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43888,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43890,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43891,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43892,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43893,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43894,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43895,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43896,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43898,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43899,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43900,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43901,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43902,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43903,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43904,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43905,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43906,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43908,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43909,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43910,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43911,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43913,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43916,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43917,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43918,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43919,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43920,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43921,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43922,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43923,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43924,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43926,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43927,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43928,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43929,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43930,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43931,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43932,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43934,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43935,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43936,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43937,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43938,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43939,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43940,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43941,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
43942,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44533,6,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44538,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44539,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44540,163,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44793,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44794,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44795,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44796,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44797,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44798,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44799,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44800,180,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44850,72,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44851,72,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44852,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44853,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44854,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44855,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44856,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44857,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44859,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44860,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44861,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44862,179,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44864,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44865,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44866,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44867,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44868,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44869,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44870,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44871,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44872,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44873,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44874,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44875,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44876,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44877,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44878,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44879,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44880,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44881,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44882,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44883,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44884,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44885,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44886,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44887,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44888,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44889,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44890,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44891,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44892,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44893,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44894,142,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44903,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44904,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44905,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44906,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44907,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44908,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44909,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44910,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44911,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44912,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44913,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44914,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44915,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44916,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44917,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44918,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44919,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44920,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44921,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44922,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44923,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44924,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44925,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44926,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44927,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
44928,62,50.0,,1.0,1.0,0.1,8.0,12.0,1e-06,20.0
